Name,brand,rating,no_rating,key_benefit
Bhargava Setin-M Drop,Bhargava Phytolab,3.9,11 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
SBL Petroselinum Sativum Dilution 1000 CH,SBL Pvt Ltd,4.2,13 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bakson B41 Vitality Drop,Bakson Drugs & Pharmaceuticals Pvt. ltd.,3.8,24 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr. Reckeweg Kali Muriaticum Dilution 30 CH,Dr Reckeweg & Co,4.7,17 Ratings,[]
Bjain Ledum Palustre Dilution 12C,Bjain Pharmaceuticals Pvt. Ltd.,4.7,30 Ratings,"['', '', '', '', '', '', '', '', '']"
SBL Baryta Carbonica 0/11 LM,SBL Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
SBL Iodium 0/9 LM,SBL Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Wheezal Argentum Nitricum Globules 0/3 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '', '']"
Wheezal Calendula Nectar Antiseptic Cream,Wheezal Homoeo Pharma,4.3,40 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Bryonia Alba Dilution 6C,Bjain Pharmaceuticals Pvt. Ltd.,4.5,121 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Ammonium Carbonicum Dilution CM CH,Dr Willmar Schwabe India Pvt Ltd,4.7,18 Ratings,"['', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Chininum Purum Dilution 1M,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '']"
Pioneer Pharma Kali Phosp Globules Pellet Multidose Pills 6 CH,Homeotrade,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Sett Dey Lachesis Dilution 6,Sett Dey & Co (Homeo) Lab,,,"['', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Chelidonium Majus Dilution 12 CH,Dr Willmar Schwabe India Pvt Ltd,4.7,47 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
SBL Scorpion Dilution 12 CH,SBL Pvt Ltd,4.1,14 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '']"
Wheezal Ginkgo Biloba 1X MT Tablet,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Arbus Precatorius Dilution (30ml Each) 12 CH,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '']"
Bjain Drosera Rotundifolia Globules 0/29 LM,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '']"
Pioneer Pharma Mercurius Corrosiv Globules Pellet Multidose Pills 200 CH,Homeotrade,,,"['', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Magnesia Phosphoricum Biochemic Tablet 200X,Dr Willmar Schwabe India Pvt Ltd,4.4,94 Ratings,"['', '', '', '', '', '', '', '', '', '', '']"
Dr. Reckeweg Lathyrus Sativus Dilution 50M CH,Dr Reckeweg & Co,,,[]
Bakson's Homeopathy Thaspium Aureum Dilution CM,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '']"
Medilexicon Arnica Hair Oil,Medilexicon,,,"['', '', '', '', '', '', '', '', '']"
Wheezal Arsenicum Metallicu Globules 0/35 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '']"
ADEL Bryonia Alb. Dilution 3X,Adel Pekana Germany,4.5,25 Ratings,"['', '', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Ova Tosta 3X,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '']"
Bjain Natrum Muriaticum Dilution 50M CH,Bjain Pharmaceuticals Pvt. Ltd.,4.7,35 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Cuprum Sulphuricum Dilution 1000 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '']"
Dr. Reckeweg Strontium Carbonicum Dilution 200 CH,Dr Reckeweg & Co,4.7,12 Ratings,[]
Bjain Hyoscyamus Niger Globules 0/2 LM,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '']"
SBL Rosmarinus Officinalis Dilution 12 CH,SBL Pvt Ltd,4.6,90 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Atista Indica Dilution 6 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Acalypha Indica Dilution (30ml Each) 10M,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '', '']"
Wheezal Sarsaparilla Dilution 6,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '']"
Wheezal Barium Carbonicum Globules 0/9 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '']"
Rxhomeo Iodium 1M,Rxhomeo Private Limited,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Myrica Cerifera Mother Tincture Q,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Natrum Phosphoricum Biochemic Tablet 30X,Dr Willmar Schwabe India Pvt Ltd,4.7,104 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Wheezal Rhus Toxicodendron Globules 0/16 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Penthorum Sedoides Dilution 200 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '']"
Dr. Reckeweg Bio-Combination 15 (BC 15) Tablet,Dr Reckeweg & Co,4.1,26 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '']"
Wheezal Sanguinaria Canadensis Globules 0/11 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Euphrasia Officinalis Dilution 6,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '']"
Dr. Reckeweg Myristica Dilution 30 CH,Dr Reckeweg & Co,4.5,20 Ratings,[]
Dr. Majumder Homeo World Abies Canadensis Dilution (30ml Each) 6,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '', '', '']"
Wheezal Causticum Dilution CM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Dr. Reckeweg Acid Formic Dilution 6 CH,Dr Reckeweg & Co,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Aconitum Napellus Dilution 3X,Bjain Pharmaceuticals Pvt. Ltd.,4.6,54 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Ammi Visnaga Mother Tincture Q,LDD Bioscience Pvt Ltd,,,[]
Lord's Mother Tincture Kurchi Q,Lord's Homoeopathic Laboratory Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Antimonium Iodatum Dilution 1000 CH,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '']"
Wheezal Antimonium Crudum 0/20 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '']"
Bakson's Homeopathy Aegle Folia Dilution 10M,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '']"
LDD Bioscience Acidum Uricum Dilution 30 CH,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
SBL Sulphur Iodatum Dilution 6 CH,SBL Pvt Ltd,3.8,13 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Copaiva Offcinalis Dilution 1000 CH,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '']"
Pioneer Pharma Hamamelis Globules Pellet Multidose Pills 30 CH,Homeotrade,,,"['', '', '', '', '', '', '']"
Bakson's Homeopathy Gentiana Cruciata Dilution 50M,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '']"
Bjain Calcarea Fluorica Dilution 200C,Bjain Pharmaceuticals Pvt. Ltd.,4.4,45 Ratings,"['', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Tropaeolum Majus Dilution 200 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Acidum Nitricum Dilution (30ml Each) 3,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '']"
Dr Willmar Schwabe India Berberis Pentarkan Tablet,Dr Willmar Schwabe India Pvt Ltd,4.6,189 Ratings,"['', '', '', '', '', '', '', '', '']"
LDD Bioscience Hamamelis Dilution 10M CH,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Cannabis Sativa Dilution 6 CH,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Anthracinum Dilution 200C,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '']"
SBL Cascarilla Dilution 30 CH,SBL Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '']"
SBL Penicillinum Dilution 30 CH,SBL Pvt Ltd,4.2,11 Ratings,"['', '', '', '', '', '', '', '', '', '', '']"
Derma Angel Acne Day Patch,Kshipra Health Solutions,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Bromium(30ml Each) 6,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Viburnum Prunifolium Dilution 3X,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Pioneer Pharma Plantago Q Mother Tincture,Homeotrade,,,"['', '', '', '', '', '', '', '', '', '']"
Kingko's Cassina Syrup,M Bhattacharyya & Co Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Aqua Marina Dilution (30ml Each) 3X,Dr. Majumder Homeo World,,,"['', '', '', '', '', '']"
ADEL Phytolacca D Dilution 200,Adel Pekana Germany,4.9,10 Ratings,"['', '', '', '', '', '', '', '', '', '']"
SBL Heliotropium Peruvianum Dilution 3 CH,SBL Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Acidum Picricum Dilution (30ml Each) 30,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Borax Dilution(30ml Each) 12,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Dr. Reckeweg Moschus Dilution 1000 CH,Dr Reckeweg & Co,,,[]
Bjain Omeo Broncholite Medicated Syrup,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Cinnabaris Dilution 30,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '', '']"
Bjain Plumbum Metallicum Globules 0/10 LM,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '']"
Doliosis D79 Phobinil Drop,Doliosis Homoeo Pharma Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Wheezal Lycopodium Clavatum Globules 0/6 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '', '']"
Wheezal Prunus Spinosa Dilution 10M,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Lilium Tigrinum Dilution CM CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '']"
Combo Pack of SBL Nux Vomica Dilution 30 CH & SBL Arnica Montana Dilution 30 CH (30ml Each),,4.6,5460 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Amazohealth Minoxiyoung Pills,Amazohealth,,,"['', '', '', '', '', '', '', '']"
ADEL Calc Silicata Dilution 200,Adel Pekana Germany,,,"['', '', '', '', '', '', '', '', '']"
ADEL Kali Bich. Dilution 1M,Adel Pekana Germany,4.6,28 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Carduus Marianus Dilution 50M,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '']"
Bjain Calcarea Phosphorica Globules 0/22 LM,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '']"
Allen A29 Sciatica Relief Drop,Allen Homoeo & Herbal Products Ltd,4.5,66 Ratings,[]
Combo Pack of Dr. Reckeweg Berberis Vul Mother Tincture Q (20ml) & Dr. Reckeweg R27 Renal Calculi Drop (22ml),,4.5,1363 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Vashisht Aesculus Hipp Gel,Vashisht Homoeopathic Pharmaceuticals,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Ratanhia Dilution 6X,Bjain Pharmaceuticals Pvt. Ltd.,3.8,12 Ratings,"['', '', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Acidum Uricum Dilution (30ml Each) 12,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Tarentula Hispana Dilution 200 CH,Dr Willmar Schwabe India Pvt Ltd,3.9,10 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '']"
Wheezal Amoora Rohituka Dilution 200,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '', '', '']"
Pioneer Pharma Bio-Komz 10 Tonsilitis (25gm Each),Homeotrade,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
SBL Acorus Calamus Dilution 30 CH,SBL Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Abrotanum Dilution (30ml Each) 30,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '']"
Bjain Omeo Alfa & Ginseng Syrup,Bjain Pharmaceuticals Pvt. Ltd.,4.1,10 Ratings,[]
Dr. Reckeweg Spigelia Anthelmia Dilution 6 CH,Dr Reckeweg & Co,4.4,30 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr. Reckeweg Caulophyllum Dilution 6 CH,Dr Reckeweg & Co,4.3,42 Ratings,"['', '', '', '', '', '', '', '', '', '', '']"
SBL Lachnanthes Tinctoria Dilution 3 CH,SBL Pvt Ltd,4.6,51 Ratings,"['', '', '', '', '', '', '', '', '']"
St. George’s Merry Gold Green Soap,St. George’s Homoeopathy,,,"['', '', '', '', '', '', '', '', '', '']"
ADEL Wyethia. Dilution 10M,Adel Pekana Germany,,,"['', '', '', '', '', '', '', '', '', '', '']"
SBL Apocynum Cannabinum Mother Tincture Q,SBL Pvt Ltd,4.4,32 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Ferrum Lacticum Dilution CM,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '']"
LDD Bioscience Vinca Minor Mother Tincture Q,LDD Bioscience Pvt Ltd,,,[]
Dr Willmar Schwabe India Plumbum Iodatum Dilution 30 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '']"
SBL Natrum Chloricum Dilution 30 CH,SBL Pvt Ltd,,,"['', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Inula Dilution 1000 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '']"
Bjain Graphites Dilution 1000 CH,Bjain Pharmaceuticals Pvt. Ltd.,4.5,23 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Bio India Bach Flower Agrimony,Bio-India Pharma Pvt Ltd,,,"['', '', '', '', '', '', '']"
Bjain Taxus Baccatta Dilution 1000 CH,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Kent's Calcidex,Kent Pharmaceuticals,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Wheezal Mellilotus Alba Dilution 200,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '']"
Bjain Gun Powder Dilution 12 CH,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '']"
Happy Appetite Mbzyme Syrup,M Bhattacharyya & Co Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Borax Dilution 10M CH,Bjain Pharmaceuticals Pvt. Ltd.,4.7,20 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Lord's Blatta Orientalis Mother Tincture Q,Lord's Homoeopathic Laboratory Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
New Life C.C.S. Gold Drops For Heart,New Life Laboratories Pvt Ltd,,,"['', '', '', '', '', '', '', '']"
ADEL Lachnanthes T. Dilution 6,Adel Pekana Germany,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Bio India Bach Flower Red Chestnut,Bio-India Pharma Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '']"
Bjain Thuja Occidentalis Dilution 30 CH,Bjain Pharmaceuticals Pvt. Ltd.,4.6,83 Ratings,"['', '', '', '', '', '', '', '', '', '', '']"
Wheezal Balsamum Tolutanum Dilution 200,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '']"
Hapro Sulphur Dilution 50M,Hapro Homeo Chem Pvt Ltd,,,"['', '', '', '', '', '', '', '', '']"
SBL Mercurius Iodatus Flavus Dilution 12 CH,SBL Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Ferrum Metallicum Trituration Tablet 3X,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Calcarea Sulphurica Globules 0/1 LM,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '']"
REPL Dr. Advice No.71 Nose Bleed Drop,Renovision Exports Pvt Ltd,,,[]
Bakson's Homeopathy Chelidonium Majus Dilution 1M,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '']"
SBL Petroleum Dilution 30 CH,SBL Pvt Ltd,4.5,269 Ratings,"['', '', '', '', '', '', '', '', '']"
Wheezal Cina Globules 0/24 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '']"
Pioneer Pharma P34 Sciatica Drop,Homeotrade,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
ADEL Cocculus Indicus Dilution 30,Adel Pekana Germany,4.6,14 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '']"
SBL Coriandrum Sativum Dilution 6 CH,SBL Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Ruta G Dilution 30,LDD Bioscience Pvt Ltd,4.6,17 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Lycopersicum Esculentum Dilution 200 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '']"
Dr. Reckeweg Ceanothus A Mother Tincture Q,Dr Reckeweg & Co,4.3,14 Ratings,"['', '', '', '', '', '', '', '', '', '', '']"
Bjain Ocimum Sanctum Dilution 200C,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '']"
Wheezal Asclepias Curass Dilution 50M,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '', '']"
Bjain Aralia Racemosa Globules 0/18 LM,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '']"
Rxhomeo Teucrium Marum 1M,Rxhomeo Private Limited,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Myrica Cerifera Mother Tincture Q,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Sticta Pulmonaria Mother Tincture Q,LDD Bioscience Pvt Ltd,,,[]
Lord's Berberis Vulg Mother Tincture Q,Lord's Homoeopathic Laboratory Pvt Ltd,,,"['', '', '', '', '', '', '']"
SBL Indigo Dilution 200 CH,SBL Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '']"
Bjain Arsenicum Bromatum Dilution 30C,Bjain Pharmaceuticals Pvt. Ltd.,4.3,82 Ratings,"['', '', '', '', '', '', '']"
Bjain Psoralea Corlyfolia Mother Tincture Q,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '']"
ADEL Alumina Dilution 200,Adel Pekana Germany,4.5,19 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr. Reckeweg Euphrasia Off Dilution 30 CH,Dr Reckeweg & Co,4.8,32 Ratings,"['', '', '', '', '', '', '', '', '', '', '']"
ADEL Acid Carbolic Dilution 1M,Adel Pekana Germany,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Medisynth Thuja Occidentalis Dilution 30,Medisynth Chemicals Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '']"
Bjain Justicia Adhatoda Dilution 6X,Bjain Pharmaceuticals Pvt. Ltd.,4.3,18 Ratings,"['', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Gentiana Lutea Dilution 3X,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Chamomilla Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Ignatia Amara Globules 0/5 LM,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '', '']"
Bjain Fragaria Vesca Dilution 6C,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '']"
ADEL Arundo Mauritanica Dilution 200,Adel Pekana Germany,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Alfalfa Malt,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr. Reckeweg Alstonia Con Dilution 30 CH,Dr Reckeweg & Co,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Anacardium Orientale Dilution 10M CH,Bjain Pharmaceuticals Pvt. Ltd.,4.6,40 Ratings,"['', '', '', '', '', '', '', '', '', '', '']"
Dr. Reckeweg Lemna Minor Mother Tincture Q,Dr Reckeweg & Co,4.5,20 Ratings,[]
Pioneer Pharma Yohimbinum Globules Pellet Multidose Pills 6 CH,Homeotrade,,,"['', '', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Conium Mac Dilution 1000 CH,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '']"
Bakson's Homeopathy Cina Dilution CM,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '']"
Bjain Camphora Dilution 200C,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '']"
Dr. Raj Calcikid Tonic,Dr. Raj Homoeo Pharmacy,,,"['', '', '', '', '', '', '', '', '', '', '']"
Dr. Reckeweg Thymolum Dilution 30 CH,Dr Reckeweg & Co,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Sarsaparilla Dilution 30,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '']"
Bjain Wyethia Helenoidet Dilution 1000 CH,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Cactus Grandiflorus Dilution 30 CH,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
SBL Sarsaparilla Dilution 12 CH,SBL Pvt Ltd,4.3,68 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Agnus Castus Mother Tincture Q,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '']"
Sett Dey Sarsaparilla Dilution 30,Sett Dey & Co (Homeo) Lab,,,"['', '', '', '', '', '', '', '', '', '', '']"
Wheezal WL 61 Drop,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '']"
Dr. Majumder Homeo World Acetanilidum Dilution (30ml Each) 50M,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Taxus Baccatta Dilution 6X,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Pioneer Pharma Capsicum Annuum Globules Pellet Multidose Pills 200 CH,Homeotrade,,,"['', '', '', '', '', '', '', '', '', '', '']"
Wheezal Drosera Rotundifolia Globules 0/22 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '']"
Dr. Reckeweg Argentum Met Dilution 30 CH,Dr Reckeweg & Co,,,"['', '', '', '', '', '', '', '', '', '']"
Bjain Ruta Graveolens Dilution 30 CH,Bjain Pharmaceuticals Pvt. Ltd.,4.6,45 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Wheezal Absinthium Dilution 50M,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Baryta Carbonica Dilution 10M CH,Bjain Pharmaceuticals Pvt. Ltd.,4.6,59 Ratings,"['', '', '', '', '', '', '', '', '']"
SBL Origanum Vulgare Dilution 200 CH,SBL Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Sabadilla Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,4.6,11 Ratings,"['', '', '', '', '', '', '', '', '']"
Lord's Insulin Trituration Tablet 3X,Lord's Homoeopathic Laboratory Pvt Ltd,,,"['', '', '', '', '', '', '']"
SBL Laurocerasus Dilution 200 CH,SBL Pvt Ltd,5,13 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Alfalfa Tonic,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Sanguinaria Canadensis Dilution 200 CH,Dr Willmar Schwabe India Pvt Ltd,4.8,19 Ratings,"['', '', '', '', '', '', '', '', '', '']"
Wheezal Cimicifuga Racemosa Globules 0/28 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '']"
Bjain Aletris Farinosa Dilution 1000 CH,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Abies Canadensis Dilution (30ml Each) 3X,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '', '', '']"
Bjain Kali Bichromicum Dilution 1000 CH,Bjain Pharmaceuticals Pvt. Ltd.,4.6,17 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Titanium 3X,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '']"
